1,P-000001,24.28,1267,2022-12-19,,3,48,13,2
3,P-000003,2.5,1267,2022-12-19,,3,48,14,2
5,P-000005,10.0,1268,2022-12-19,,3,48,10,2
6,P-000006,15.0,1268,2022-12-19,,3,48,11,2
