103,132,2022-07-08,2977.39990234375,,5,1
104,130,2022-07-08,5006.39990234375,,5,1
105,134,2022-07-08,9998.5,,5,1
106,135,2022-07-08,9913.0,,5,1
107,136,2022-07-08,1078.0,,2,1
108,137,2022-07-08,10018.0302734375,,2,1
109,138,2022-07-08,2038.59997558594,,5,1
110,139,2022-07-08,9999.7998046875,,5,1
111,140,2022-07-08,9999.099609375,,5,1
112,133,2022-07-09,1051.0,,5,1
113,141,2022-07-09,9992.7998046875,,5,1
114,142,2022-07-09,10003.7001953125,,5,1
115,143,2022-07-09,19985.19921875,,5,1
116,145,2022-07-09,10027.849609375,,3,1
117,146,2022-07-09,10004.759765625,,2,1
118,147,2022-07-09,5003.490234375,,2,1
119,144,2022-07-10,10005.7001953125,,5,1
120,148,2022-07-10,10005.2001953125,,5,1
121,149,2022-07-10,10026.7001953125,,5,1
122,150,2022-07-10,3032.0,,5,1
123,151,2022-07-10,5006.10009765625,,5,1
124,152,2022-07-11,5014.2998046875,,3,1
125,153,2022-07-11,1048.0,,3,1
126,154,2022-07-11,10001.2998046875,,2,1
127,155,2022-07-11,3005.31005859375,,2,1
128,156,2022-07-11,15000.099609375,,5,1
129,157,2022-07-11,15023.900390625,,5,1
130,158,2022-07-11,255.0,,5,1
131,159,2022-07-11,1063.0,,5,1
132,160,2022-07-11,7000.5,,5,1
133,161,2022-07-11,9997.4296875,,3,1
134,163,2022-07-11,5069.5,,2,1
135,164,2022-07-12,1059.0,,2,1
136,165,2022-07-12,9014.6796875,,2,1
137,166,2022-07-12,2056.0,,5,1
138,167,2022-07-12,12994.400390625,,5,1
139,168,2022-07-12,10015.400390625,,5,1
140,169,2022-07-12,58.5,,2,1
141,170,2022-07-12,3075.0,,2,1
142,171,2022-07-12,6069.0,,2,1
143,172,2022-07-13,580.0,,5,1
144,173,2022-07-13,5119.0,,5,1
145,174,2022-07-13,547.0,,3,1
146,175,2022-07-13,10008.150390625,,3,1
147,176,2022-07-13,5052.0,,5,1
148,177,2022-07-13,10004.5,,5,1
149,178,2022-07-13,9995.5,,5,1
150,179,2022-07-13,554.0,,2,1
151,180,2022-07-13,10054.0,,2,1
152,181,2022-07-13,5004.68017578125,,3,1
1200,1378,2024-05-30,150.0,,5,1
1201,1262,2022-12-11,10011.900390625,,5,1
1202,1263,2022-12-12,10013.2001953125,,5,1
1203,1264,2022-12-12,9998.099609375,,5,1
1204,1265,2022-12-12,9999.0,,5,1
1205,1266,2022-12-12,6963.2998046875,,21,1
1206,1271,2022-12-12,2970.0,,17,1
1207,1270,2022-12-12,9993.7998046875,,5,1
1208,1268,2022-12-12,5005.4501953125,,3,1
1209,1267,2022-12-12,10019.83984375,,2,1
1210,1269,2022-12-13,10000.0,,5,1
1211,1272,2022-12-13,9999.2998046875,,5,1
1212,1275,2022-12-13,10004.0,,5,1
1213,1277,2022-12-13,4015.06494140625,,3,1
1214,1276,2022-12-13,8020.0,,2,1
1215,1274,2022-12-13,9996.400390625,,5,1
1216,1279,2022-12-13,10004.900390625,,5,1
1217,1280,2022-12-14,1997.044921875,,3,1
1218,1281,2022-12-14,4985.66015625,,2,1
1219,1282,2022-12-14,2005.919921875,,2,1
1220,1283,2022-12-14,3012.5,,5,1
1221,1284,2022-12-14,2995.39990234375,,5,1
1222,1285,2022-12-14,10006.400390625,,5,1
1223,1286,2022-12-14,9996.7001953125,,5,1
1224,1288,2022-12-15,6005.60009765625,,5,1
1225,1290,2022-12-15,4010.89501953125,,3,1
1226,1291,2022-12-15,6999.0,,2,1
1227,1278,2022-12-15,10090.0,,21,1
1228,1292,2022-12-15,3010.0,,17,1
1229,1293,2022-12-15,9992.7998046875,,5,1
1230,1298,2022-12-15,9998.2998046875,,5,1
1231,1297,2022-12-15,12047.0,,5,1
1232,1299,2022-12-15,6021.06494140625,,3,1
1233,1295,2022-12-15,6033.0,,2,1
1234,1300,2022-12-16,5982.89990234375,,5,1
1235,1294,2022-12-16,6044.0,,2,1
1236,1304,2022-12-16,5993.19482421875,,3,1
1237,1302,2022-12-16,14018.7001953125,,5,1
1238,1305,2022-12-16,15004.2001953125,,5,1
1239,1307,2022-12-16,9986.400390625,,21,1
1240,1308,2022-12-16,3015.0,,17,1
1241,1309,2022-12-16,4004.80004882813,,5,1
1242,1310,2022-12-16,5001.0302734375,,2,1
1243,1301,2022-12-16,6008.5751953125,,3,1
1244,1311,2022-12-17,5025.56982421875,,2,1
1245,1312,2022-12-17,5011.60009765625,,5,1
1246,1313,2022-12-17,4999.60009765625,,5,1
1247,1314,2022-12-17,5001.7998046875,,5,1
1248,1315,2022-12-17,5005.39990234375,,5,1
1249,1316,2022-12-17,5000.89990234375,,5,1
1250,1318,2022-12-17,5000.0400390625,,2,1
1251,1319,2022-12-17,5007.2197265625,,2,1
1252,1320,2022-12-17,5012.580078125,,2,1
1253,1317,2022-12-17,5000.10009765625,,5,1
1254,1322,2022-12-17,5006.5,,5,1
1255,1323,2022-12-18,4986.2998046875,,21,1
1256,1321,2022-12-18,4998.0,,5,1
1257,1324,2022-12-18,5008.10009765625,,5,1
1258,1325,2022-12-18,5005.0,,5,1
1259,1326,2022-12-18,5018.89990234375,,5,1
1260,1329,2022-12-18,5012.02001953125,,2,1
1261,1330,2022-12-18,5002.47998046875,,2,1
1262,1331,2022-12-19,5007.31005859375,,2,1
1263,1332,2022-12-19,4987.66015625,,2,1
1264,1333,2022-12-19,5011.2001953125,,2,1
1265,1334,2022-12-19,5035.81005859375,,3,1
1266,1335,2022-12-19,6010.2001953125,,21,1
1267,1328,2022-12-19,5000.0,,5,1
1269,1328,2022-12-19,5000.0,,5,1
1270,,,,,,
1271,,,,,,
1272,,,,,,
1273,,,,,,
1274,,,,,,
1275,,,,,,
1276,,,,,,
1277,,,,,,
1278,,,,,,
1279,,,,,,
1280,,,,,,
1281,,,,,,
1282,,,,,,
1283,,,,,,
1284,,,,,,
1285,,,,,,
1286,,,,,,
1287,,,,,,
1288,,,,,,
1289,,,,,,
1290,,,,,,
1291,,,,,,
1292,,,,,,
1293,,,,,,
