19,16,2022-06-20,1265.0,,5,1
20,26,2022-06-20,1998.53247070312,,5,1
21,51,2022-06-22,601.0,,5,1
22,29,2022-06-27,1062.0,,3,1
23,30,2022-06-27,1103.0,,3,1
24,31,2022-06-27,1119.0,,3,1
25,32,2022-06-27,3042.0,,3,1
26,33,2022-06-28,1083.0,,2,1
27,34,2022-06-28,5014.8798828125,,2,1
28,41,2022-06-28,1226.23999023438,,16,1
29,42,2022-06-28,1617.0,,16,1
30,44,2022-06-28,1052.78002929688,,16,1
31,45,2022-06-28,4992.7900390625,,16,1
32,46,2022-06-28,5000.35986328125,,16,1
33,53,2022-06-29,5301.9111328125,,16,1
34,52,2022-06-30,1510.98999023438,,16,1
35,57,2022-06-30,1044.0,,2,1
36,58,2022-06-30,2518.67993164063,,2,1
37,59,2022-06-30,3520.89013671875,,16,1
38,60,2022-06-30,3812.11450195312,,16,1
39,61,2022-06-30,4997.72021484375,,16,1
40,62,2022-06-30,5017.080078125,,16,1
41,63,2022-06-30,10005.41015625,,16,1
42,65,2022-06-30,5012.14013671875,,2,1
43,66,2022-07-01,4996.0,,16,1
44,67,2022-07-01,4986.56982421875,,16,1
45,68,2022-07-01,10002.1201171875,,16,1
46,69,2022-07-01,10014.0302734375,,16,1
47,70,2022-07-01,10001.08984375,,16,1
48,71,2022-07-01,10001.26953125,,16,1
49,72,2022-07-01,15006.830078125,,3,1
50,74,2022-07-02,1059.0,,16,1
51,75,2022-07-02,1051.0,,5,1
52,76,2022-07-02,19994.69921875,,5,1
53,77,2022-07-02,1054.0,,5,1
54,78,2022-07-02,9985.580078125,,3,1
55,79,2022-07-02,9992.5,,5,1
56,80,2022-07-03,1924.0,,5,1
57,82,2022-07-03,4162.0,,5,1
58,83,2022-07-03,4012.98486328125,,2,1
59,85,2022-07-03,5011.2001953125,,5,1
60,87,2022-07-03,3024.0,,5,1
61,88,2022-07-04,1036.90002441406,,5,1
62,89,2022-07-04,559.0,,5,1
63,90,2022-07-04,8063.0,,5,1
64,91,2022-07-04,2977.7548828125,,2,1
65,92,2022-07-04,6687.0,,5,1
66,93,2022-07-04,3009.5400390625,,2,1
67,94,2022-07-04,2069.0,,5,1
68,95,2022-07-04,577.5,,2,1
69,96,2022-07-04,1093.0,,5,1
70,97,2022-07-04,9996.5,,5,1
71,98,2022-07-04,585.0,,16,1
72,99,2022-07-04,9996.2001953125,,5,1
73,101,2022-07-04,10009.2001953125,,5,1
74,102,2022-07-04,1090.0,,2,1
75,103,2022-07-04,9034.509765625,,2,1
76,104,2022-07-04,10020.7802734375,,3,1
77,105,2022-07-05,9996.7998046875,,5,1
78,106,2022-07-05,10006.7998046875,,5,1
79,100,2022-07-05,10005.900390625,,5,1
80,108,2022-07-05,5006.2001953125,,5,1
81,109,2022-07-05,4988.60009765625,,5,1
82,110,2022-07-05,4116.0,,5,1
83,111,2022-07-05,6883.0,,3,1
84,112,2022-07-05,6013.0,,2,1
85,114,2022-07-05,9993.7998046875,,5,1
86,115,2022-07-06,10003.2998046875,,5,1
87,116,2022-07-06,10001.099609375,,5,1
88,117,2022-07-06,10017.599609375,,5,1
89,118,2022-07-06,4983.7001953125,,5,1
90,119,2022-07-06,1037.0,,3,1
91,120,2022-07-06,1038.0,,3,1
92,121,2022-07-06,8001.2099609375,,3,1
93,122,2022-07-06,9994.0,,2,1
94,123,2022-07-07,10425.7392578125,,5,1
95,124,2022-07-07,9987.7998046875,,5,1
96,125,2022-07-07,9995.900390625,,5,1
97,126,2022-07-07,5007.2998046875,,5,1
98,127,2022-07-07,10064.0498046875,,2,1
99,128,2022-07-07,1027.0,,3,1
100,129,2022-07-07,1042.0,,5,1
101,107,2022-07-07,8042.0,,5,1
102,131,2022-07-07,5004.5,,5,1
