1,F-000001,VACA,1
2,F-000002,TORO,1
3,F-000003,NOVILLO,1
4,F-000004,VAQUILLA,1
5,F-000005,BECERRO,1
6,F-000006,BECERRA,1
7,F-000007,CRIAS,1
