186,SERVICIO WEB,,,Procesos,Servidos Manuales,F-000001,1,Agregado,,,2024-07-11 23:51:00,,
187,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-11 23:54:00,,
188,SERVICIO WEB,,,Catalogos,Receta Producto,F-000002,5,Agregado,,,2024-07-11 23:55:00,,
189,SERVICIO WEB,,,Catalogos,Receta Producto,F-000002,6,Agregado,,,2024-07-11 23:55:00,,
190,SERVICIO WEB,,,Catalogos,Receta Producto,F-000002,7,Agregado,,,2024-07-11 23:55:00,,
191,SERVICIO WEB,,,Catalogos,Receta Producto,F-000002,8,Agregado,,,2024-07-11 23:55:00,,
192,SERVICIO WEB,,,Catalogos,Receta Producto,F-000003,9,Agregado,,,2024-07-11 23:55:00,,
193,SERVICIO WEB,,,Catalogos,Receta Producto,F-000003,10,Agregado,,,2024-07-11 23:56:00,,
194,SERVICIO WEB,,,Catalogos,Receta Producto,F-000003,11,Agregado,,,2024-07-11 23:56:00,,
195,SERVICIO WEB,,,Catalogos,Receta Producto,F-000004,12,Agregado,,,2024-07-11 23:56:00,,
196,SERVICIO WEB,,,Catalogos,Receta Producto,F-000004,13,Agregado,,,2024-07-11 23:56:00,,
197,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-11 23:57:00,,
198,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-11 23:57:00,,
199,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-11 23:57:00,,
200,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:07:00,,
201,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:07:00,,
202,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:08:00,,
203,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:08:00,,
204,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:09:00,,
205,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:10:00,,
206,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:11:00,,
207,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:11:00,,
208,SERVICIO WEB,,,Procesos,Salidas Productos,SP-000001,1,Agregado,,,2024-07-12 00:11:00,,
