17500,2024-05-30,150.0,10,4
17501,2022-12-19,1214.0,1267,13
17502,2022-12-19,650.0,1267,3
17503,2022-12-19,125.0,1267,14
17504,2022-12-19,500.0,1267,2
17505,2022-12-19,18.54,1267,1
17506,2022-12-19,17.52,1267,7
17507,2022-12-19,14.0,1267,4
17508,2022-12-19,24.28,1267,13
17509,2022-12-19,13.0,1267,3
17510,2022-12-19,2.5,1267,14
17511,2022-12-19,10.0,1267,2
17512,2022-06-20,412.0,19,4
17513,2022-06-20,520.0,1267,4
17514,2022-06-20,102.0,1520,4
17515,,,,
17516,,,,
17517,,,,
17518,,,,
